city,state,zipcode,county,employer_name,case_number
BALTIMORE ,MARYLAND ,21227 ,BALTIMORE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16357-471908 
AUBURN HILLS ,MICHIGAN ,48326 ,OAKLAND ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16357-447867 
RICHMOND ,CALIFORNIA ,94804 ,CONTRA COSTA ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16356-073173 
BOHEMIA ,NEW YORK ,11716 ,SUFFOLK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16356-872897 
LIVONIA ,MICHIGAN ,48152 ,WAYNE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16356-431980 
FRANKLIN ,TENNESSEE ,37067 ,WILLIAMSON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16356-304421 
HOUSTON ,TEXAS ,77032 ,HARRIS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16356-769197 
HOLTSVILLE ,NEW YORK ,11742 ,SUFFOLK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16355-186116 
SCHAUMBURG ,ILLINOIS ,60196 ,COOK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16355-992874 
BURR RIDGE ,ILLINOIS ,60527 ,DUPAGE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16354-182783 
HOLTSVILLE ,NEW YORK ,11742 ,SUFFOLK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16354-652685 
HOLTSVILLE ,NEW YORK ,11742 ,SUFFOLK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16351-110253 
VICTORIA ,TEXAS ,77905 ,GOLIAD ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16351-229081 
MIDDLETON ,WISCONSIN ,53562 ,DANE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16351-051744 
EL SEGUNDO ,CALIFORNIA ,90245 ,LOS ANGELES ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16350-427596 
DAVENPORT ,IOWA ,52802 ,SCOTT ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-611145 
WALTON ,NEW YORK ,13856 ,DELAWARE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-745085 
SPRINGFIELD ,MISSOURI ,65804 ,GREENE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-963166 
WOBURN ,MASSACHUSETTS ,01801 ,MIDDLESEX ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-081194 
WOBURN ,MASSACHUSETTS ,01801 ,MIDDLESEX ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-476766 
MASSILLON ,OHIO ,44647 ,STARK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-822700 
WINCHESTER ,VIRGINIA ,22603 ,FREDERICK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-903038 
WINCHESTER ,VIRGINIA ,22603 ,FREDERICK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-236756 
SUFFOLK ,VIRGINIA ,23434 ,SUFFOLK CITY ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-919139 
LOWVILLE ,NEW YORK ,13367 ,LEWIS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-451726 
MUSCATINE ,IOWA ,52761 ,MUSCATINE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-294645 
SUFFOLK ,VIRGINIA ,23434 ,SUFFOLK CITY ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-653525 
JACKSONVILLE ,FLORIDA ,32202 ,DUVAL ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-393210 
FEDERALSBURG ,MARYLAND ,21632 ,CAROLINE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-653171 
MASON CITY ,IOWA ,50401 ,CERRO GORDO ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-000053 
MUSCATINE ,IOWA ,52761 ,MUSCATINE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-270798 
GRANITE CITY ,ILLINOIS ,62040 ,MADISON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-380969 
WALTON ,NEW YORK ,13856 ,DELAWARE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-914906 
IRVINE ,CALIFORNIA ,92614 ,ORANGE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-247997 
MARYSVILLE ,OHIO ,43040 ,UNION ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-700864 
MASON CITY ,IOWA ,50401 ,CERRO GORDO ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-472535 
MUSCATINE ,IOWA ,52761 ,MUSCATINE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-316127 
ESCALON ,CALIFORNIA ,95320 ,SAN JOAQUIN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-108065 
FORT SMITH ,ARKANSAS ,72908 ,SEBASTIAN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-033433 
IRVINE ,CALIFORNIA ,92614 ,ORANGE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-002549 
COSHOCTON ,OHIO ,43812 ,COSHOCTON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-090968 
MASON CITY ,IOWA ,50401 ,CERRO GORDO ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-372459 
CEDAR RAPIDS ,IOWA ,52404 ,LINN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-342085 
FORT SMITH ,ARKANSAS ,72908 ,SEBASTIAN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-597574 
CAMPBELL ,NEW YORK ,14821 ,STEUBEN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-634379 
IRVINE ,CALIFORNIA ,92614 ,ORANGE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-874590 
AVON ,NEW YORK ,14414 ,LIVINGSTON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-357832 
ALBANY ,MINNESOTA ,56307 ,STEARNS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-740871 
FORT MYERS ,FLORIDA ,33905 ,LEE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-404865 
COSHOCTON ,OHIO ,43812 ,COSHOCTON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-966258 
CAMPBELL ,NEW YORK ,14821 ,STEUBEN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-898728 
CAMPBELL ,NEW YORK ,14821 ,STEUBEN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-922148 
AVON ,NEW YORK ,14414 ,LIVINGSTON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-777855 
AVON ,NEW YORK ,14414 ,LIVINGSTON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-497162 
BEDFORD ,MASSACHUSETTS ,01730 ,MIDDLESEX ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16349-803265 
CARROLLTON ,TEXAS ,75006 ,DALLAS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16348-969617 
HOUSTON ,TEXAS ,77032 ,HARRIS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16348-372988 
LAWRENCEVILLE ,GEORGIA ,30044 ,GWINNETT ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16348-012513 
MILWAUKEE ,WISCONSIN ,53209 ,MILWAUKEE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16347-698483 
CARLSBAD ,CALIFORNIA ,92008 ,SAN DIEGO ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16347-807172 
WISCONSIN RAPIDS ,WISCONSIN ,54494 ,WOOD ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16344-669443 
ATHENS ,GEORGIA ,30601 ,CLARKE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16344-085192 
LAKE BLUFF ,ILLINOIS ,60044 ,LAKE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16344-777090 
IOWA CITY ,IOWA ,52240 ,JOHNSON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16344-426023 
SANTA CLARA ,CALIFORNIA ,95054 ,SANTA CLARA ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16343-482968 
INDEPENDENCE ,MISSOURI ,64055 ,JACKSON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16343-247746 
NEW YORK MILLS ,MINNESOTA ,56567 ,OTTER TAIL ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16343-716074 
MOON TOWNSHIP ,PENNSYLVANIA ,15108 ,ALLEGHENY ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16343-262778 
IOWA CITY ,IOWA ,52240 ,JOHNSON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16342-892902 
DALLAS ,TEXAS ,75243 ,DALLAS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16342-431230 
EAST MOLINE ,ILLINOIS ,61244 ,ROCK ISLAND ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16342-631242 
LIMA ,OHIO ,45801 ,ALLEN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16341-207599 
PEACHTREE CITY ,GEORGIA ,30269 ,FAYETTE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16340-360615 
LAKE BLUFF ,ILLINOIS ,60044 ,LAKE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16340-134204 
HOUSTON ,TEXAS ,77002 ,HARRIS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16337-245876 
LAGRANGE ,GEORGIA ,30240 ,TROUP ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16337-864305 
LAS VEGAS ,NEVADA ,89118 ,CLARK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16336-763647 
KOKOMO ,INDIANA ,46902 ,HOWARD ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16335-204931 
IOWA CITY ,IOWA ,52240 ,JOHNSON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16335-290224 
BATESVILLE ,INDIANA ,47006 ,FRANKLIN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16335-474880 
LAKE FOREST ,CALIFORNIA ,92630 ,ORNAGE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16330-221277 
HOLTSVILLE ,NEW YORK ,11742 ,SUFFOLK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16329-549175 
MOON ,PENNSYLVANIA ,15108 ,ALLEGHENY ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16329-606367 
HOUSTON ,TEXAS ,77032 ,HARRIS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16328-969449 
PEACHTREE CITY ,GEORGIA ,30269 ,FAYETTE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16328-110341 
SALT LAKE CITY ,UTAH ,84123 ,SALT LAKE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16328-685548 
HOUSTON ,TEXAS ,77032 ,HARRIS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16327-818002 
MASON ,OHIO ,45040 ,WARREN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16327-183034 
EAST LIBERTY ,OHIO ,43319 ,LOGAN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16326-111597 
NORCROSS ,GEORGIA ,30092 ,GWINNETT ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16323-889935 
PEACHTREE CITY ,GEORGIA ,30269 ,FAYETTE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16323-740998 
IRVINE ,CALIFORNIA ,92618 ,ORANGE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16323-319760 
STOW ,MASSACHUSETTS ,01775 ,MIDDLESEX ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16323-929288 
ALACHUA ,FLORIDA ,32615 ,ALACHUA ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16323-772586 
QUINCY ,ILLINOIS ,62305 ,ADAMS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16323-706831 
CHASKA ,MINNESOTA ,55318 ,CARVER ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16320-629380 
MARYSVILLE ,OHIO ,43040 ,UNION ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16320-269023 
NORCROSS ,GEORGIA ,30092 ,GWINNETT ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16320-523255 
FARIBAULT ,MINNESOTA ,55021 ,RICE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16320-114503 
BAKERSFIELD ,CALIFORNIA ,93313 ,KERN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16320-363151 
CHICAGO ,ILLINOIS ,60661 ,COOK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16319-515726 
SUFFOLK ,VIRGINIA ,23434 ,SUFFOLK CITY ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16319-817529 
ONTARIO ,OREGON ,97914 ,MALHEUR ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16316-494642 
NORCROSS ,GEORGIA ,30092 ,FULTON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16316-893220 
ACTON ,MASSACHUSETTS ,01720 ,MIDDLESEX ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16316-951663 
CHICAGO ,ILLINOIS ,60632 ,COOK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16316-340464 
CHICAGO ,ILLINOIS ,60632 ,COOK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16315-985932 
LAKE FOREST ,CALIFORNIA ,92630 ,ORANGE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16315-916097 
MANSFIELD ,MASSACHUSETTS ,02048 ,BRISTOL ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16315-109633 
GARLAND ,TEXAS ,75042 ,DALLAS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16314-572686 
NEW ULM ,MINNESOTA ,56073 ,BROWN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16314-790126 
WINCHESTER ,VIRGINIA ,22603 ,FREDERICK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16314-756570 
CHAMPAIGN ,ILLINOIS ,61821 ,CHAMPAIGN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16314-773781 
DOVER ,DELAWARE ,19904 ,KENT ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16314-641844 
MOON TOWNSHIP ,PENNSYLVANIA ,15108 ,ALLEGHENY ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16313-681303 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16313-707554 
PINEVILLE ,LOUISIANA ,71360 ,RAPIDES ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16312-586023 
SKANEATELES ,NEW YORK ,13152 ,ONONDAGA ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16312-098035 
INDEPENDENCE ,MISSOURI ,64055 ,JACKSON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16312-129672 
NORCROSS ,GEORGIA ,30092 ,GWINNETT ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16312-895173 
BOTHELL ,WASHINGTON ,98021 ,SNOHOMISH ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16309-271465 
GREENSBURG ,INDIANA ,47240 ,DECATUR ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16308-944526 
DOVER ,DELAWARE ,19904 ,KENT ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16308-581320 
GRAND ISLAND ,NEBRASKA ,68803 ,HALL ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16308-706634 
CHANDLER ,ARIZONA ,85226 ,MARICOPA ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16308-654890 
LENEXA ,KANSAS ,66219 ,JOHNSON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16308-285307 
LAWRENCEVILLE ,GEORGIA ,30044 ,GWINNETT ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16307-966575 
SANTA CLARA ,CALIFORNIA ,95054 ,SANTA CLARA ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16307-949242 
NEWPORT NEWS ,VIRGINIA ,23602 ,NEWPORT NEWS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16306-663841 
MODESTO ,CALIFORNIA ,95357 ,STANISLAUS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16302-158349 
NEW ULM ,MINNESOTA ,56073 ,BROWN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16301-876586 
CHAMPAIGN ,ILLINOIS ,61821 ,CHAMPAIGN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16301-043684 
NEW ULM ,MINNESOTA ,56073 ,BROWN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16301-663930 
CHAMPAIGN ,ILLINOIS ,61821 ,CHAMPAIGN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16301-733557 
NEW ULM ,MINNESOTA ,56073 ,BROWN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16301-270236 
CHAMPAIGN ,ILLINOIS ,61821 ,CHAMPAIGN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16301-339336 
FREMONT ,CALIFORNIA ,94555 ,ALAMEDA ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16301-020039 
SANTA CLARA ,CALIFORNIA ,95054 ,SANTA CLARA ,L AND T TECHNOLOGY SERVICES LIMITED ,I-200-16301-027697 
FOND DU LAC ,WISCONSIN ,54936 ,FOND DU LAC ,L AND T TECHNOLOGY SERVICES LIMITED ,I-200-16301-916489 
SAINT ALBANS ,VERMONT ,05478 ,FRANKLIN ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16300-054451 
EAST SYRACUSE ,NEW YORK ,13057 ,ONONDAGA ,L AND T TECHNOLOGY SERVICES LIMITED ,I-200-16298-499816 
DAYTON ,OHIO ,45479 ,MONTGOMERY ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16295-113223 
NORWALK ,CONNECTICUT ,06855 ,FAIRFIELD ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16295-987159 
BOHEMIA ,NEW YORK ,11716 ,SUFFOLK ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16294-455366 
WOOD DALE ,ILLINOIS ,60191 ,DUPAGE ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16294-638298 
MARYSVILLE ,OHIO ,43040 ,UNION ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16294-019216 
HOUSTON ,TEXAS ,77032 ,HARRIS ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16293-341471 
IOWA CITY ,IOWA ,52240 ,JOHNSON ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16292-690285 
AUBURN HILLS ,MICHIGAN ,48326 ,OAKLAND ,L&T TECHNOLOGY SERVICES LIMITED ,I-200-16292-601055 
HUNTINGTON ,INDIANA ,46750 ,HUNTINGTON ,L AND T TECHNOLOGY SERVICES LIMITED ,I-200-16292-054081 
